age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
20,1.0,266525,10,10,2,1.0,6,2,0,594,0,20,1.0
22,1.0,214399,10,10,2,5.0,3,1,0,0,0,30,1.0
52,1.0,279440,9,9,1,3.0,1,1,1,5178,0,40,1.0
40,2.0,29702,9,9,2,11.0,3,1,1,0,0,85,1.0
46,2.0,149337,10,10,1,2.0,1,1,1,0,0,55,1.0
30,1.0,144593,9,9,2,6.0,2,2,1,0,0,40,3.0
50,1.0,46401,13,13,6,5.0,2,1,0,0,0,20,5.0
40,1.0,226902,14,14,1,3.0,1,1,1,15024,0,50,1.0
45,1.0,262802,13,13,3,3.0,4,1,0,0,0,40,1.0
19,1.0,304469,6,6,2,11.0,3,1,1,0,0,25,1.0
41,1.0,29702,11,11,2,2.0,2,1,1,0,0,30,1.0
46,1.0,155654,9,9,1,6.0,5,1,0,0,0,40,1.0
27,1.0,329005,9,9,2,2.0,3,1,1,0,0,40,1.0
57,1.0,329792,4,4,3,8.0,4,1,1,0,0,75,1.0
43,3.0,233865,9,9,1,3.0,1,1,1,0,0,40,1.0
58,1.0,310320,13,13,1,3.0,1,1,1,0,0,40,1.0
37,5.0,299090,9,9,3,10.0,2,1,0,0,0,30,1.0
33,1.0,167771,10,10,4,6.0,2,1,0,0,0,30,1.0
25,,168358,9,9,2,,3,1,1,0,0,40,1.0
22,1.0,385077,9,9,2,2.0,3,1,1,2907,0,40,1.0
22,1.0,396895,3,3,1,2.0,1,1,1,0,0,35,2.0
41,6.0,99212,9,9,4,3.0,4,1,1,0,0,40,1.0
34,5.0,133278,8,8,4,10.0,4,2,0,0,0,53,1.0
17,1.0,208967,7,7,2,5.0,3,1,0,0,0,24,1.0
61,2.0,196773,4,4,1,5.0,1,1,1,0,0,30,1.0
36,1.0,167482,6,6,2,9.0,2,1,1,0,0,40,1.0
20,5.0,424034,10,10,2,10.0,3,1,1,0,0,15,1.0
41,4.0,253250,13,13,1,3.0,1,1,1,7298,0,40,1.0
41,1.0,320744,13,13,1,1.0,1,1,1,0,0,40,1.0
32,2.0,48014,10,10,3,6.0,2,1,0,0,0,35,1.0
32,3.0,100135,13,13,1,1.0,5,1,0,0,0,35,1.0
49,1.0,115613,5,5,1,6.0,1,1,1,0,0,40,1.0
39,7.0,30673,5,5,1,7.0,1,1,1,0,0,40,1.0
47,1.0,306183,10,10,3,6.0,3,1,0,0,0,44,1.0
58,1.0,322691,13,13,1,7.0,1,1,1,0,0,40,1.0
47,1.0,184169,14,14,3,1.0,4,1,0,0,0,40,1.0
43,3.0,94937,13,13,1,1.0,5,1,0,0,0,28,1.0
25,1.0,308144,13,13,2,2.0,2,1,1,0,0,40,2.0
24,1.0,309055,10,10,2,5.0,2,1,0,0,0,15,1.0
38,1.0,197113,10,10,3,4.0,4,2,0,0,0,20,1.0
40,1.0,179666,13,13,2,3.0,2,1,1,0,0,30,7.0
20,1.0,235691,9,9,2,5.0,4,1,1,0,0,40,1.0
41,3.0,193553,10,10,1,13.0,1,2,1,0,0,64,1.0
59,1.0,160271,4,4,4,7.0,2,1,1,0,0,40,1.0
33,1.0,452924,9,9,1,7.0,1,5,1,0,0,40,2.0
30,1.0,295010,10,10,1,4.0,6,1,0,0,0,40,1.0
43,1.0,233130,13,13,3,5.0,2,1,1,0,0,40,1.0
51,1.0,229225,14,14,3,6.0,2,2,0,0,0,18,1.0
37,1.0,227545,10,10,1,5.0,1,1,1,0,0,44,1.0
44,3.0,150171,9,9,3,4.0,4,1,0,0,0,40,1.0
61,1.0,161472,9,9,1,2.0,1,1,1,0,0,40,1.0
34,2.0,112650,4,4,2,2.0,3,1,1,0,0,40,1.0
41,2.0,189941,13,13,2,3.0,2,1,1,0,0,40,1.0
26,1.0,213799,6,6,2,9.0,2,1,1,0,0,40,1.0
27,1.0,394927,9,9,2,2.0,3,1,1,0,0,40,1.0
29,1.0,161155,12,12,1,1.0,1,1,1,0,0,50,1.0
24,1.0,376474,13,13,1,5.0,1,1,1,0,0,35,1.0
38,1.0,119992,10,10,1,1.0,1,1,1,0,0,40,1.0
42,1.0,276218,13,13,3,3.0,4,1,0,0,0,38,1.0
51,1.0,231230,9,9,1,7.0,1,1,1,0,0,45,1.0
26,1.0,109080,10,10,1,5.0,1,1,1,0,0,60,1.0
30,1.0,347132,10,10,2,7.0,2,2,0,0,0,40,1.0
41,1.0,29591,11,11,2,2.0,2,1,1,0,0,42,1.0
36,3.0,206951,10,10,1,13.0,1,1,1,0,0,40,1.0
66,,128609,9,9,3,,2,2,1,0,0,40,1.0
75,6.0,164570,7,7,2,3.0,2,1,1,0,0,50,1.0
43,6.0,179228,10,10,1,3.0,1,1,1,0,0,65,1.0
60,2.0,71457,9,9,1,8.0,1,1,1,4508,0,8,1.0
34,1.0,202210,9,9,2,6.0,4,2,0,0,0,40,1.0
20,1.0,451996,9,9,2,9.0,3,1,1,0,0,40,1.0
49,2.0,99335,10,10,1,5.0,1,1,1,0,0,50,1.0
56,1.0,157786,13,13,1,3.0,1,1,1,0,1902,55,1.0
20,1.0,164529,7,7,2,11.0,3,2,1,0,0,40,1.0
20,1.0,238384,9,9,2,5.0,2,1,0,0,0,30,1.0
23,5.0,302836,12,12,1,10.0,1,1,1,0,0,40,8.0
47,3.0,193012,14,14,3,13.0,2,2,1,0,0,50,1.0
28,1.0,140108,14,14,3,1.0,2,1,0,0,0,50,1.0
38,1.0,177154,9,9,1,6.0,1,1,1,0,0,40,1.0
27,1.0,267325,9,9,1,5.0,5,1,0,3464,0,40,1.0
21,1.0,157595,9,9,2,6.0,2,1,1,0,0,35,1.0
20,1.0,116375,5,5,2,5.0,3,1,0,0,0,40,1.0
26,1.0,147821,13,13,2,5.0,3,1,0,0,0,45,3.0
44,1.0,99203,4,4,1,7.0,1,1,1,0,0,40,1.0
36,1.0,231052,9,9,4,6.0,4,2,0,0,0,35,1.0
35,1.0,273612,13,13,2,3.0,2,1,1,0,0,45,1.0
48,1.0,146919,10,10,3,4.0,4,1,0,0,0,45,1.0
22,1.0,125010,11,11,2,14.0,2,1,0,0,0,30,1.0
47,1.0,218435,9,9,6,5.0,4,1,0,0,0,20,10.0
44,2.0,172479,9,9,1,11.0,1,1,1,15024,0,60,1.0
36,1.0,185099,15,15,1,1.0,1,1,1,0,0,55,1.0
44,1.0,152744,14,14,2,1.0,2,3,0,0,0,40,4.0
22,1.0,182163,9,9,4,5.0,4,1,0,0,0,40,1.0
24,3.0,248344,10,10,3,9.0,2,2,1,0,0,50,1.0
59,1.0,515712,4,4,1,2.0,1,1,1,0,0,40,1.0
23,7.0,344394,10,10,1,4.0,6,1,0,0,0,40,1.0
31,1.0,274222,2,2,2,8.0,6,5,1,0,0,40,8.0
60,1.0,167670,13,13,1,1.0,1,1,1,0,0,35,1.0
36,1.0,169926,9,9,3,5.0,2,1,0,0,0,40,1.0
32,1.0,134737,9,9,1,7.0,1,1,1,0,0,42,1.0
26,1.0,91683,6,6,1,8.0,1,1,1,0,0,35,1.0
35,1.0,161637,16,16,1,1.0,1,3,1,0,1902,40,24.0
31,1.0,249869,9,9,1,5.0,1,1,1,0,0,40,1.0
39,1.0,497788,12,12,1,5.0,1,1,1,0,0,50,1.0
56,1.0,142689,7,7,3,5.0,2,1,1,0,0,50,1.0
20,1.0,192711,10,10,2,9.0,3,1,0,0,0,40,1.0
33,1.0,159303,9,9,3,6.0,4,1,0,0,0,40,1.0
33,1.0,231826,7,7,1,2.0,1,1,1,0,0,40,2.0
42,1.0,212894,13,13,1,5.0,1,1,1,0,1887,40,1.0
51,3.0,420917,13,13,1,1.0,1,1,1,0,0,45,1.0
48,1.0,199763,9,9,1,1.0,5,1,0,0,0,8,1.0
27,4.0,222506,13,13,2,1.0,2,2,0,0,0,60,1.0
24,1.0,222853,10,10,2,2.0,4,1,1,0,0,50,1.0
24,2.0,143062,9,9,2,6.0,3,1,1,0,0,30,1.0
33,1.0,225507,6,6,2,6.0,3,1,0,0,0,25,1.0
48,1.0,316101,9,9,3,3.0,4,1,0,0,0,40,1.0
26,1.0,31143,10,10,2,2.0,2,1,1,0,0,40,1.0
37,1.0,159917,5,5,4,6.0,4,1,0,0,0,25,1.0
27,1.0,257124,10,10,2,6.0,3,1,1,0,0,25,1.0
47,1.0,275361,12,12,5,6.0,3,1,0,0,0,35,1.0
45,1.0,184441,4,4,2,7.0,4,1,0,0,0,42,1.0
40,1.0,174395,16,16,1,3.0,1,1,1,0,0,40,1.0
73,1.0,29778,9,9,5,6.0,2,1,0,0,0,37,1.0
38,1.0,252662,13,13,3,3.0,2,1,1,0,0,40,1.0
32,1.0,281030,9,9,1,7.0,1,1,1,0,0,40,1.0
47,1.0,280798,10,10,1,3.0,1,1,1,0,0,40,1.0
40,1.0,369781,9,9,1,9.0,1,1,1,15024,0,45,1.0
56,1.0,298695,4,4,1,7.0,1,1,1,0,0,48,1.0
39,1.0,234901,12,12,4,4.0,4,1,1,0,0,40,1.0
25,1.0,430084,10,10,2,8.0,2,2,1,0,0,40,1.0
49,7.0,157569,9,9,1,4.0,1,1,1,0,0,46,1.0
34,2.0,276221,6,6,1,11.0,1,1,1,0,0,40,1.0
47,1.0,181652,9,9,1,7.0,5,1,0,0,0,40,1.0
69,1.0,135891,13,13,1,1.0,1,1,1,0,0,7,1.0
39,7.0,209609,9,9,1,4.0,1,1,1,0,0,50,1.0
59,1.0,67841,9,9,1,9.0,1,1,1,0,0,40,1.0
38,1.0,200352,13,13,1,3.0,1,1,1,0,0,50,1.0
49,5.0,171411,5,5,3,10.0,2,1,1,0,0,40,1.0
56,6.0,267763,9,9,1,3.0,1,1,1,0,0,40,3.0
26,1.0,131401,13,13,2,3.0,2,1,0,0,0,40,1.0
31,1.0,109428,12,12,1,4.0,5,1,0,0,1740,40,1.0
21,1.0,282484,10,10,2,6.0,3,1,0,0,0,40,1.0
62,1.0,116812,10,10,3,4.0,2,1,0,0,0,40,1.0
55,2.0,189721,9,9,1,2.0,1,1,1,0,0,20,1.0
65,1.0,270935,9,9,5,2.0,2,1,1,0,0,55,1.0
43,1.0,177905,10,10,1,1.0,1,1,1,0,0,40,1.0
56,1.0,435022,10,10,3,6.0,2,1,0,0,0,50,1.0
40,1.0,110732,9,9,2,4.0,3,1,0,0,0,50,1.0
33,1.0,333701,11,11,2,6.0,4,2,1,0,0,40,1.0
32,1.0,153588,9,9,3,2.0,2,1,1,0,0,40,1.0
47,1.0,205730,9,9,1,2.0,1,1,1,0,0,56,1.0
27,1.0,170017,13,13,1,1.0,1,1,1,0,0,40,1.0
25,1.0,236267,9,9,1,9.0,1,1,1,0,0,40,1.0
17,1.0,32607,6,6,2,11.0,3,1,1,0,0,20,1.0
26,1.0,229523,9,9,1,7.0,5,1,0,0,0,56,1.0
46,1.0,563883,9,9,1,2.0,1,2,1,0,0,60,1.0
34,1.0,84119,9,9,2,2.0,3,1,1,0,0,40,1.0
23,5.0,280134,9,9,2,10.0,3,1,1,0,0,40,1.0
32,1.0,244268,7,7,1,2.0,1,1,1,0,1672,48,1.0
33,6.0,202153,14,14,1,2.0,1,1,1,0,0,40,1.0
55,5.0,449576,3,3,1,10.0,1,1,1,0,0,48,2.0
29,3.0,123983,14,14,2,1.0,3,3,1,0,0,40,24.0
20,1.0,117222,10,10,2,12.0,3,1,1,0,0,15,1.0
55,1.0,129263,9,9,3,9.0,4,1,1,0,0,40,1.0
24,3.0,212210,12,12,2,4.0,3,1,0,0,0,20,3.0
42,1.0,109912,10,10,2,12.0,2,1,0,0,0,40,1.0
27,1.0,448841,9,9,1,3.0,1,1,1,0,0,40,1.0
37,1.0,110331,15,15,1,6.0,5,1,0,0,0,60,1.0
46,1.0,332355,10,10,1,4.0,1,1,1,0,0,40,1.0
35,6.0,189404,10,10,1,5.0,1,1,1,0,1740,40,1.0
29,3.0,195520,14,14,1,1.0,1,1,1,0,0,40,1.0
67,5.0,98882,14,14,5,10.0,2,1,0,0,0,40,1.0
19,3.0,292962,9,9,2,2.0,6,2,0,0,0,40,1.0
20,1.0,138768,9,9,2,9.0,3,1,1,0,0,40,1.0
42,1.0,177989,9,9,1,2.0,1,1,1,0,0,40,1.0
62,7.0,34916,10,10,1,1.0,1,1,1,0,0,40,1.0
25,1.0,217006,7,7,1,2.0,1,1,1,0,0,40,1.0
33,1.0,150570,13,13,1,5.0,1,1,1,0,0,40,1.0
40,1.0,300773,12,12,3,12.0,2,1,0,0,0,40,1.0
25,1.0,104193,9,9,2,6.0,3,1,0,114,0,40,1.0
33,1.0,158416,9,9,2,7.0,2,1,1,0,0,40,1.0
25,1.0,238964,10,10,1,2.0,1,1,1,0,0,60,1.0
52,7.0,279337,9,9,1,4.0,1,1,1,0,0,40,1.0
72,7.0,217864,9,9,1,4.0,1,1,1,0,0,40,1.0
39,1.0,370795,9,9,2,4.0,4,2,0,0,0,40,1.0
76,1.0,82628,4,4,1,6.0,1,1,1,0,0,45,1.0
20,1.0,374116,9,9,2,1.0,6,1,0,0,0,40,1.0
45,1.0,339863,13,13,3,5.0,2,1,1,8614,0,48,1.0
23,1.0,120068,11,11,1,9.0,1,1,1,0,0,40,1.0
59,2.0,80467,9,9,3,6.0,3,1,0,0,0,24,1.0
39,1.0,58343,10,10,1,7.0,1,1,1,0,0,40,1.0
27,1.0,144063,6,6,2,2.0,4,1,1,0,0,75,1.0
21,1.0,161902,7,7,1,9.0,1,1,1,0,0,40,1.0
58,3.0,137249,9,9,3,3.0,2,1,1,0,0,33,1.0
31,7.0,158847,12,12,2,4.0,3,2,0,0,0,40,1.0
40,3.0,99679,15,15,2,3.0,2,1,1,0,0,60,1.0
51,1.0,43354,10,10,3,2.0,2,1,1,0,0,42,1.0
52,1.0,163948,5,5,1,11.0,1,1,1,0,0,60,1.0
25,1.0,194813,9,9,1,2.0,1,1,1,0,0,50,1.0
37,1.0,79586,9,9,4,7.0,3,3,1,0,0,60,1.0
67,7.0,44774,13,13,5,4.0,2,1,0,0,0,40,1.0
30,1.0,30063,9,9,3,6.0,4,1,0,0,0,32,1.0
41,1.0,281725,3,3,3,7.0,2,1,0,0,0,40,2.0
46,1.0,294907,3,3,1,7.0,1,1,1,0,0,40,2.0
26,1.0,147982,7,7,3,2.0,2,1,0,0,0,40,1.0
53,7.0,40641,13,13,1,13.0,1,1,1,0,0,40,1.0
50,2.0,204402,9,9,1,11.0,1,1,1,0,0,84,1.0
35,3.0,331395,11,11,1,13.0,1,1,1,0,0,42,1.0
54,1.0,175262,1,1,1,2.0,1,3,1,0,0,40,12.0
42,1.0,303155,12,12,3,4.0,2,1,1,0,0,40,1.0
25,2.0,213385,10,10,2,2.0,3,1,1,0,0,80,1.0
22,5.0,117618,13,13,2,10.0,2,1,1,0,0,25,1.0
30,7.0,319280,10,10,2,2.0,2,1,1,0,0,40,1.0
21,1.0,322674,10,10,2,6.0,2,1,1,0,0,32,1.0
66,4.0,132055,9,9,1,3.0,1,1,1,0,1825,40,1.0
50,1.0,88926,9,9,1,4.0,5,1,0,5178,0,40,1.0
27,1.0,491421,3,3,2,11.0,4,1,1,0,0,50,1.0
31,7.0,281540,12,12,1,12.0,1,1,1,0,0,45,1.0
51,1.0,138251,9,9,1,8.0,1,1,1,0,0,60,1.0
70,5.0,158642,9,9,5,10.0,2,1,0,2993,0,20,1.0
50,4.0,238187,13,13,3,4.0,2,2,0,0,0,37,1.0
22,1.0,206974,13,13,2,5.0,2,1,0,0,0,40,1.0
43,1.0,184321,6,6,1,7.0,1,2,1,0,1887,40,1.0
45,4.0,276157,13,13,1,1.0,1,1,1,0,0,40,1.0
35,1.0,153535,9,9,3,9.0,4,2,0,0,0,36,1.0
38,1.0,167725,13,13,6,8.0,2,5,1,0,0,84,9.0
53,1.0,29557,10,10,3,1.0,2,1,0,0,0,40,1.0
51,2.0,22154,10,10,3,4.0,2,1,1,0,0,40,1.0
41,2.0,36651,10,10,1,2.0,1,1,1,0,0,45,1.0
42,5.0,175935,9,9,4,10.0,4,1,1,0,0,40,1.0
36,2.0,112497,15,15,3,1.0,4,1,1,25236,0,40,1.0
56,3.0,137078,14,14,1,1.0,1,1,1,0,0,40,1.0
26,1.0,258768,10,10,2,8.0,2,2,1,2174,0,75,1.0
26,1.0,136226,9,9,2,2.0,3,1,1,0,0,40,1.0
42,1.0,108506,9,9,1,8.0,1,4,1,0,0,60,1.0
49,3.0,204377,7,7,3,6.0,3,1,0,0,0,60,1.0
53,1.0,92475,10,10,2,4.0,6,1,0,0,0,40,1.0
45,6.0,34091,13,13,1,3.0,1,1,1,0,0,38,1.0
28,1.0,124680,9,9,2,5.0,4,1,0,0,0,70,1.0
46,1.0,192793,10,10,3,3.0,2,1,1,0,0,40,1.0
45,1.0,358886,8,8,1,4.0,1,1,1,2407,0,50,1.0
47,1.0,275095,10,10,3,7.0,2,1,0,0,0,40,1.0
37,1.0,324947,13,13,1,9.0,1,1,1,0,0,40,1.0
57,1.0,298507,13,13,1,1.0,1,1,1,3103,0,40,1.0
30,2.0,116666,14,14,3,1.0,2,3,1,0,0,50,9.0
32,3.0,29235,10,10,1,13.0,5,1,0,0,0,40,30.0
20,1.0,170038,9,9,2,5.0,2,1,0,0,0,40,1.0
47,1.0,70943,9,9,1,7.0,1,1,1,5178,0,40,1.0
61,1.0,716416,10,10,1,5.0,1,1,1,0,0,44,1.0
45,7.0,232997,10,10,1,8.0,1,1,1,0,0,65,1.0
29,1.0,303440,11,11,2,3.0,2,1,0,0,0,40,1.0
40,1.0,182302,9,9,3,8.0,2,1,1,0,0,40,1.0
50,3.0,149433,9,9,1,2.0,1,1,1,0,0,45,1.0
24,1.0,153133,8,8,2,7.0,3,2,1,0,0,40,1.0
25,1.0,198587,10,10,2,12.0,2,2,0,2174,0,50,1.0
48,1.0,266764,10,10,1,2.0,1,1,1,0,0,45,1.0
24,5.0,138504,9,9,4,10.0,4,2,0,0,0,37,1.0
36,1.0,252327,3,3,6,2.0,6,1,1,0,0,40,2.0
38,2.0,36270,9,9,6,11.0,4,1,1,0,0,60,1.0
46,2.0,334456,5,5,1,8.0,1,1,1,0,0,40,1.0
17,1.0,226980,8,8,2,9.0,3,1,1,0,0,17,1.0
20,1.0,146538,9,9,1,7.0,1,1,1,0,0,40,1.0
35,1.0,330664,9,9,3,8.0,2,1,1,0,0,40,1.0
49,1.0,66385,9,9,1,5.0,1,1,1,5013,0,40,1.0
25,1.0,189334,7,7,1,8.0,1,1,1,0,0,40,1.0
25,1.0,276310,5,5,1,7.0,1,1,1,0,0,40,2.0
48,1.0,46677,12,12,3,3.0,4,1,0,0,0,42,1.0
29,1.0,30070,13,13,1,3.0,1,1,1,0,0,40,1.0
36,1.0,469056,9,9,3,5.0,4,2,0,0,0,25,1.0
59,1.0,118358,9,9,1,2.0,1,1,1,0,0,40,1.0
59,1.0,128258,9,9,3,4.0,4,1,0,0,0,38,1.0
44,1.0,101563,14,14,3,3.0,4,1,1,7430,0,45,1.0
68,1.0,99849,9,9,5,7.0,2,1,0,0,0,28,1.0
28,1.0,208608,9,9,1,4.0,5,1,0,0,0,30,1.0
46,1.0,83064,12,12,1,7.0,1,1,1,0,0,40,1.0
30,3.0,229716,10,10,4,4.0,4,2,0,0,0,40,1.0
36,1.0,146625,7,7,5,6.0,4,2,0,0,0,12,1.0
53,1.0,103586,13,13,1,9.0,1,1,1,0,0,55,1.0
20,1.0,408988,10,10,2,5.0,3,1,0,594,0,24,1.0
31,7.0,469263,9,9,3,2.0,4,2,1,0,0,50,1.0
26,1.0,302603,9,9,2,8.0,3,1,1,0,0,45,1.0
17,1.0,181580,7,7,2,6.0,3,1,0,0,0,16,1.0
47,1.0,387468,10,10,1,1.0,1,1,1,0,0,40,39.0
43,1.0,141858,7,7,1,9.0,1,1,1,0,0,40,1.0
53,2.0,257728,9,9,1,2.0,1,1,1,0,0,50,1.0
20,1.0,203263,8,8,2,6.0,3,1,1,0,0,35,1.0
45,6.0,108100,13,13,1,3.0,5,3,0,99999,0,25,3.0
41,3.0,173051,10,10,3,6.0,4,1,0,0,0,45,1.0
45,1.0,157980,9,9,3,4.0,4,1,0,0,0,32,1.0
40,1.0,222504,11,11,2,1.0,3,1,0,0,0,36,1.0
27,1.0,203160,13,13,2,9.0,2,1,1,0,0,28,1.0
37,1.0,99374,6,6,1,8.0,1,1,1,0,0,55,1.0
18,1.0,186408,9,9,2,9.0,3,1,1,1055,0,40,1.0
25,1.0,120268,9,9,2,5.0,3,1,1,0,1741,40,1.0
22,1.0,119359,13,13,2,3.0,3,3,0,0,0,40,1.0
36,1.0,65624,13,13,2,1.0,2,1,1,0,0,40,1.0
18,,36779,7,7,2,,3,1,0,0,0,20,1.0
31,1.0,236543,3,3,1,9.0,1,1,1,0,0,40,2.0
18,1.0,193166,5,5,2,5.0,3,1,0,0,0,42,1.0
59,1.0,66440,9,9,4,4.0,4,1,0,0,0,40,1.0
36,1.0,166606,7,7,1,2.0,1,1,1,0,0,40,1.0
58,1.0,100303,8,8,1,2.0,1,1,1,0,0,40,1.0
34,1.0,94413,10,10,1,9.0,1,1,1,0,0,40,1.0
18,1.0,232190,9,9,2,5.0,3,1,1,0,0,20,1.0
46,1.0,195416,13,13,2,1.0,2,2,0,0,0,44,1.0
68,1.0,116993,15,15,5,1.0,4,1,1,0,0,60,1.0
43,3.0,198096,9,9,1,2.0,1,1,1,7688,0,40,1.0
30,1.0,121775,13,13,1,11.0,1,1,1,0,0,40,1.0
46,1.0,130364,9,9,2,2.0,4,1,1,0,0,40,1.0
21,1.0,277408,10,10,2,6.0,4,1,0,0,0,35,1.0
36,1.0,187847,9,9,1,2.0,1,1,1,0,0,40,1.0
37,1.0,218955,9,9,1,6.0,1,1,1,0,0,40,1.0
65,2.0,178878,9,9,1,11.0,1,1,1,0,0,48,1.0
20,1.0,189148,9,9,1,9.0,1,1,1,0,0,48,1.0
47,1.0,221666,10,10,3,12.0,4,1,0,0,0,40,1.0
28,5.0,147471,9,9,3,10.0,3,1,0,0,0,10,1.0
53,1.0,31588,13,13,1,1.0,1,1,1,0,0,52,1.0
44,3.0,174575,14,14,1,1.0,1,1,1,7688,0,40,1.0
38,5.0,177273,9,9,1,10.0,5,1,0,0,0,35,1.0
42,1.0,173704,14,14,1,1.0,1,1,1,0,0,40,1.0
35,1.0,28160,13,13,6,3.0,4,1,0,0,0,40,1.0
51,1.0,249644,10,10,3,2.0,2,1,1,0,0,48,1.0
25,1.0,101812,11,11,1,5.0,1,1,1,0,0,41,1.0
28,1.0,291374,9,9,2,4.0,4,2,0,0,0,40,1.0
41,1.0,240124,13,13,1,3.0,1,1,1,0,0,50,1.0
40,1.0,183096,13,13,2,5.0,3,1,0,0,0,40,1.0
35,1.0,103323,14,14,1,3.0,1,1,1,0,0,45,1.0
29,1.0,58522,9,9,1,2.0,1,1,1,0,0,40,1.0
42,1.0,219155,11,11,1,2.0,1,1,1,0,0,45,1.0
21,1.0,186648,10,10,2,6.0,3,1,1,0,0,20,1.0
26,1.0,330263,9,9,4,6.0,2,1,1,0,0,40,1.0
38,1.0,252947,10,10,1,9.0,1,2,1,0,0,40,1.0
24,1.0,232841,9,9,2,6.0,2,1,1,0,0,35,1.0
18,1.0,268952,8,8,2,6.0,3,1,1,0,0,20,1.0
29,1.0,255364,10,10,3,6.0,3,1,1,594,0,24,1.0
28,1.0,259609,9,9,2,2.0,3,1,1,0,0,50,1.0
44,1.0,288433,10,10,2,4.0,3,2,0,0,0,40,1.0
26,3.0,33604,9,9,2,9.0,3,4,1,0,0,25,1.0
45,1.0,169180,10,10,5,6.0,4,1,0,0,0,45,1.0
68,3.0,177596,6,6,4,6.0,2,2,0,0,0,90,1.0
23,1.0,198992,9,9,2,4.0,3,1,0,0,0,35,1.0
22,1.0,215395,9,9,2,8.0,2,1,1,0,0,37,1.0
40,1.0,356934,12,12,3,3.0,2,1,1,0,0,40,1.0
34,1.0,204470,14,14,1,3.0,1,1,1,0,0,50,1.0
25,5.0,210095,3,3,2,10.0,4,1,0,0,0,25,8.0
47,3.0,47270,12,12,4,4.0,4,2,0,0,0,40,1.0
60,1.0,96099,10,10,1,5.0,1,1,1,0,0,40,1.0
23,1.0,236994,9,9,2,5.0,3,1,1,0,0,60,1.0
62,5.0,83439,4,4,1,10.0,1,1,1,0,0,40,1.0
53,1.0,229465,14,14,1,3.0,1,1,1,0,0,55,1.0
41,1.0,239296,14,14,1,1.0,1,1,1,0,2415,50,1.0
24,1.0,282202,9,9,2,6.0,4,1,1,0,0,40,8.0
32,1.0,250583,10,10,3,5.0,2,1,0,0,0,38,1.0
41,2.0,223763,14,14,1,2.0,1,1,1,0,0,65,1.0
34,1.0,339142,9,9,4,9.0,4,1,0,0,0,40,1.0
65,2.0,225473,10,10,5,2.0,2,1,0,0,0,35,1.0
23,1.0,265077,13,13,2,4.0,3,1,0,1055,0,10,1.0
27,6.0,190911,9,9,2,5.0,3,1,1,0,0,45,1.0
57,1.0,188330,9,9,1,6.0,1,1,1,0,0,78,1.0
19,5.0,356717,10,10,2,10.0,3,1,0,0,0,25,1.0
33,3.0,27959,9,9,2,6.0,4,4,1,0,0,40,1.0
36,3.0,122353,10,10,1,13.0,1,1,1,0,0,68,1.0
63,1.0,184319,10,10,1,6.0,1,1,1,0,0,24,1.0
21,1.0,161415,10,10,2,2.0,2,1,1,0,0,50,1.0
24,1.0,196332,9,9,2,6.0,3,2,0,0,0,40,1.0
58,1.0,103540,4,4,1,8.0,1,2,1,0,0,40,1.0
21,1.0,214387,10,10,2,5.0,6,1,1,0,0,64,1.0
40,4.0,105936,15,15,2,1.0,3,1,0,0,0,40,1.0
40,4.0,390781,9,9,3,6.0,2,2,0,0,0,48,1.0
40,3.0,321187,13,13,2,1.0,4,1,0,0,0,45,1.0
44,6.0,212760,13,13,1,3.0,1,1,1,0,0,60,1.0
42,1.0,226452,5,5,2,7.0,6,1,0,0,0,40,2.0
50,1.0,306790,10,10,1,2.0,1,1,1,0,0,40,1.0
45,1.0,112929,4,4,3,7.0,2,2,0,0,0,35,1.0
56,2.0,206149,4,4,2,6.0,4,2,0,0,0,58,1.0
28,1.0,93235,10,10,2,5.0,2,1,1,0,0,40,1.0
24,1.0,185821,10,10,2,5.0,3,1,0,0,0,40,1.0
33,1.0,269705,9,9,1,9.0,1,1,1,0,0,40,1.0
32,3.0,114733,13,13,3,1.0,4,1,0,0,0,35,1.0
34,1.0,92682,9,9,2,4.0,2,1,0,4865,0,40,1.0
66,1.0,340734,9,9,1,5.0,1,1,1,0,0,40,1.0
28,5.0,123147,10,10,1,10.0,5,1,0,0,1887,40,1.0
23,3.0,185575,13,13,2,1.0,3,1,0,0,0,40,1.0
27,1.0,197905,10,10,1,6.0,1,1,1,0,0,40,1.0
35,1.0,117381,13,13,2,3.0,2,1,1,8614,0,45,1.0
24,1.0,127537,5,5,6,5.0,2,1,0,0,0,35,1.0
29,1.0,215504,9,9,1,7.0,1,1,1,0,0,40,1.0
28,1.0,99478,9,9,1,4.0,1,2,1,0,0,40,1.0
40,6.0,144371,13,13,1,2.0,1,1,1,0,0,15,1.0
43,1.0,462180,15,15,1,1.0,1,1,1,99999,0,60,1.0
60,1.0,181954,13,13,1,7.0,1,3,1,0,0,25,25.0
68,1.0,50351,14,14,2,4.0,2,1,0,6360,0,20,1.0
41,3.0,120277,13,13,1,1.0,1,1,1,0,0,35,1.0
41,3.0,190786,13,13,3,1.0,2,1,1,0,0,20,1.0
38,1.0,115336,9,9,3,6.0,4,1,0,0,0,70,1.0
27,1.0,228476,13,13,1,5.0,1,1,1,0,0,50,1.0
21,1.0,120326,10,10,2,4.0,3,1,0,0,0,40,1.0
42,6.0,201495,10,10,1,3.0,1,1,1,0,0,40,1.0
